player_jersey_number,player_name_jap,player_salary,bating_AVG,total_games,batting_PA,batting_AB,batting_H,batting_2B,batting_3B,batting_HR,batting_TB,batting_R,batting_RBI,batting_SO,batting_BB,batting_HBP,batting_SB,batting_OBP,batting_SLG,batting_OPS,batting_SO%,Team,player_id
00,池田来翔,12000000.0,0.091,11.0,22.0,22.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.091,0.136,0.227,0.273,ロッテ,2103693
0,荻野貴司,100000000.0,0.31,89.0,373.0,326.0,101.0,18.0,4.0,5.0,142.0,51.0,27.0,30.0,30.0,7.0,15.0,0.375,0.436,0.811,0.08,ロッテ,
1,藤原恭大,23000000.0,0.209,49.0,126.0,115.0,24.0,2.0,0.0,1.0,29.0,10.0,5.0,23.0,9.0,1.0,9.0,0.272,0.252,0.524,0.183,ロッテ,1800050
2,松川虎生,13000000.0,0.173,76.0,212.0,185.0,32.0,5.0,0.0,0.0,37.0,12.0,14.0,60.0,18.0,0.0,1.0,0.245,0.2,0.445,0.283,ロッテ,2100346
3,角中勝也,65000000.0,0.256,53.0,138.0,129.0,33.0,4.0,0.0,1.0,40.0,10.0,11.0,35.0,9.0,0.0,1.0,0.304,0.31,0.614,0.254,ロッテ,700087
4,藤岡裕大,62500000.0,0.176,28.0,81.0,68.0,12.0,2.0,0.0,0.0,14.0,4.0,1.0,17.0,7.0,0.0,0.0,0.25,0.206,0.456,0.21,ロッテ,1700093
5,安田尚憲,30000000.0,0.263,119.0,440.0,388.0,102.0,23.0,1.0,9.0,154.0,33.0,47.0,86.0,45.0,4.0,1.0,0.343,0.397,0.74,0.195,ロッテ,1700092
7,福田秀平,120000000.0,0.171,20.0,48.0,41.0,7.0,1.0,0.0,0.0,8.0,3.0,4.0,13.0,7.0,0.0,1.0,0.292,0.195,0.487,0.271,ロッテ,
8,中村奨吾,110000000.0,0.257,138.0,596.0,498.0,128.0,31.0,0.0,12.0,195.0,52.0,68.0,86.0,70.0,10.0,15.0,0.354,0.392,0.746,0.144,ロッテ,1400188
13,平沢大河,15000000.0,0.148,13.0,32.0,27.0,4.0,0.0,0.0,0.0,4.0,3.0,3.0,4.0,4.0,0.0,1.0,0.25,0.148,0.398,0.125,ロッテ,1500117
22,田村龍弘,65000000.0,0.2,2.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,ロッテ,1200096
23,三木亮,21500000.0,0.16,46.0,34.0,25.0,4.0,0.0,0.0,0.0,4.0,2.0,1.0,8.0,1.0,1.0,1.0,0.222,0.16,0.382,0.235,ロッテ,1300052
25,岡大海,32000000.0,0.217,98.0,248.0,207.0,45.0,11.0,2.0,6.0,78.0,29.0,19.0,56.0,24.0,9.0,12.0,0.321,0.377,0.698,0.226,ロッテ,1300044
31,菅野剛士,21400000.0,0.209,41.0,93.0,86.0,18.0,6.0,0.0,1.0,27.0,6.0,6.0,20.0,7.0,0.0,0.0,0.269,0.314,0.583,0.215,ロッテ,
32,佐藤都志也,20000000.0,0.214,118.0,402.0,359.0,77.0,10.0,1.0,8.0,113.0,35.0,31.0,63.0,21.0,3.0,5.0,0.26,0.315,0.574,0.157,ロッテ,1900081
38,高部瑛斗,10000000.0,0.274,137.0,608.0,541.0,148.0,16.0,6.0,3.0,185.0,66.0,38.0,103.0,36.0,6.0,44.0,0.324,0.342,0.666,0.169,ロッテ,1900082
39,吉田裕太,10000000.0,,,,,,,,,,,,,,,,,,,,ロッテ,
40,福田光輝,8100000.0,0.167,13.0,23.0,18.0,3.0,1.0,0.0,0.0,4.0,0.0,1.0,3.0,4.0,0.0,0.0,0.318,0.222,0.54,0.13,ロッテ,
44,井上晴哉,42000000.0,0.246,60.0,232.0,199.0,49.0,14.0,0.0,7.0,84.0,23.0,34.0,54.0,29.0,2.0,0.0,0.345,0.422,0.767,0.233,ロッテ,
51,山口航輝,14000000.0,0.237,102.0,349.0,321.0,76.0,14.0,0.0,16.0,138.0,40.0,57.0,84.0,23.0,4.0,1.0,0.295,0.43,0.725,0.241,ロッテ,1800053
53,江村直也,11000000.0,,,,,,,,,,,,,,,,,,,,ロッテ,1000127
54,ブランドン・レアード,320000000.0,0.189,112.0,396.0,365.0,69.0,9.0,0.0,15.0,123.0,24.0,48.0,92.0,19.0,6.0,0.0,0.237,0.337,0.574,0.232,ロッテ,
55,アディニー・エチェバリア,100000000.0,0.222,76.0,257.0,243.0,54.0,13.0,0.0,2.0,73.0,19.0,20.0,48.0,10.0,0.0,4.0,0.251,0.3,0.551,0.187,ロッテ,
57,小川龍成,10000000.0,0.109,68.0,77.0,55.0,6.0,1.0,0.0,1.0,10.0,15.0,4.0,18.0,12.0,1.0,4.0,0.275,0.182,0.457,0.234,ロッテ,2000089
59,西川僚祐,5000000.0,,,,,,,,,,,,,,,,,,,,ロッテ,
61,山本大斗,2400000.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ロッテ,2000094
63,和田康士朗,18000000.0,0.179,69.0,33.0,28.0,5.0,1.0,0.0,0.0,6.0,20.0,1.0,12.0,3.0,1.0,11.0,0.281,0.214,0.496,0.364,ロッテ,1700098
66,加藤匠馬,21000000.0,0.111,24.0,10.0,9.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.111,0.222,0.333,0.3,ロッテ,1400160
67,茶谷健太,5500000.0,0.248,57.0,156.0,137.0,34.0,5.0,1.0,1.0,44.0,17.0,9.0,33.0,12.0,3.0,1.0,0.322,0.321,0.644,0.212,ロッテ,1500141
68,西巻賢二,7200000.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,ロッテ,1700037
79,レオネス・マーティン,200000000.0,0.163,68.0,266.0,221.0,36.0,7.0,0.0,9.0,70.0,22.0,25.0,76.0,31.0,11.0,5.0,0.293,0.317,0.61,0.286,ロッテ,
95,植田将太,4200000.0,,,,,,,,,,,,,,,,,,,,ロッテ,1900086
99,柿沼友哉,16000000.0,0.158,34.0,23.0,19.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.158,0.158,0.316,0.174,ロッテ,1500125
122,谷川唯人,2400000.0,,,,,,,,,,,,,,,,,,,,ロッテ,
123,速水将大,3000000.0,,,,,,,,,,,,,,,,,,,,ロッテ,
126,村山亮介,2400000.0,,,,,,,,,,,,,,,,,,,,ロッテ,
130,サンディ・サントス,5000000.0,,,,,,,,,,,,,,,,,,,,ロッテ,
131,ホルヘ・ペラルタ,2400000.0,,,,,,,,,,,,,,,,,,,,ロッテ,
1,栗山巧,179000000.0,0.264,89.0,267.0,239.0,63.0,14.0,0.0,3.0,86.0,20.0,29.0,57.0,23.0,1.0,0.0,0.326,0.36,0.686,0.213,西武,12102
2,岡田雅利,30000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,西武,1300105
3,山川穂高,130000000.0,0.266,129.0,528.0,448.0,119.0,17.0,0.0,41.0,259.0,62.0,90.0,114.0,68.0,11.0,0.0,0.375,0.578,0.953,0.216,西武,1300101
4,山野辺翔,12000000.0,0.152,30.0,35.0,33.0,5.0,3.0,0.0,0.0,8.0,7.0,1.0,4.0,1.0,1.0,3.0,0.2,0.242,0.442,0.114,西武,1800082
5,外崎修汰,104000000.0,0.215,132.0,547.0,478.0,103.0,25.0,3.0,12.0,170.0,54.0,47.0,113.0,52.0,3.0,10.0,0.295,0.356,0.65,0.207,西武,1400184
6,源田壮亮,190000000.0,0.266,108.0,456.0,414.0,110.0,8.0,8.0,2.0,140.0,39.0,17.0,72.0,30.0,1.0,12.0,0.317,0.338,0.655,0.158,西武,1600129
7,金子侑司,126000000.0,0.277,44.0,128.0,119.0,33.0,4.0,2.0,1.0,44.0,12.0,4.0,25.0,8.0,0.0,3.0,0.323,0.37,0.693,0.195,西武,
8,渡部健人,16000000.0,,,,,,,,,,,,,,,,,,,,西武,
10,森友哉,210000000.0,0.251,102.0,412.0,366.0,92.0,21.0,3.0,8.0,143.0,45.0,38.0,66.0,41.0,1.0,2.0,0.328,0.391,0.718,0.16,西武,1300100
22,古賀悠斗,12000000.0,0.155,26.0,71.0,58.0,9.0,2.0,0.0,1.0,14.0,3.0,4.0,16.0,9.0,0.0,0.0,0.265,0.241,0.506,0.225,西武,1750472
30,ブライアン・オグレディ,80000000.0,0.213,123.0,465.0,404.0,86.0,24.0,0.0,15.0,155.0,42.0,46.0,129.0,54.0,5.0,2.0,0.312,0.384,0.695,0.277,西武,
31,平沼翔太,14000000.0,0.26,30.0,88.0,73.0,19.0,1.0,1.0,1.0,25.0,8.0,3.0,14.0,11.0,1.0,4.0,0.356,0.342,0.699,0.159,西武,1500112
32,山村崇嘉,7000000.0,,,,,,,,,,,,,,,,,,,,西武,2000069
33,ジャンセン・ウィティ,40000000.0,0.192,35.0,128.0,120.0,23.0,5.0,0.0,2.0,34.0,8.0,13.0,36.0,6.0,0.0,1.0,0.227,0.283,0.51,0.281,西武,
35,若林楽人,14000000.0,0.207,28.0,95.0,87.0,18.0,0.0,0.0,0.0,18.0,5.0,3.0,34.0,4.0,2.0,3.0,0.258,0.207,0.465,0.358,西武,2000070
37,柘植世那,14000000.0,0.173,42.0,118.0,104.0,18.0,5.0,0.0,1.0,26.0,5.0,5.0,33.0,4.0,0.0,0.0,0.202,0.25,0.452,0.28,西武,1900065
38,牧野翔矢,5700000.0,0.138,11.0,32.0,29.0,4.0,0.0,1.0,0.0,6.0,3.0,2.0,7.0,2.0,0.0,0.0,0.194,0.207,0.4,0.219,西武,1800084
39,呉念庭,25000000.0,0.227,94.0,301.0,260.0,59.0,9.0,1.0,5.0,85.0,25.0,28.0,54.0,37.0,1.0,2.0,0.322,0.327,0.649,0.179,西武,
46,鈴木将平,8600000.0,0.25,58.0,227.0,212.0,53.0,10.0,1.0,1.0,68.0,14.0,13.0,24.0,9.0,0.0,1.0,0.279,0.321,0.6,0.106,西武,1600130
49,タイシンガー・ブランドン大河,9000000.0,,,,,,,,,,,,,,,,,,,,西武,
50,中山誠吾,7000000.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,西武,
51,西川愛也,7800000.0,0.0,35.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.167,西武,1700122
52,山田遥楓,12400000.0,0.2,74.0,93.0,80.0,16.0,2.0,0.0,0.0,18.0,6.0,9.0,21.0,8.0,0.0,1.0,0.27,0.225,0.495,0.226,西武,
53,愛斗,20000000.0,0.243,121.0,393.0,366.0,89.0,19.0,0.0,9.0,135.0,34.0,28.0,70.0,10.0,2.0,9.0,0.266,0.369,0.635,0.178,西武,
56,川野涼多,6500000.0,0.143,5.0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.125,0.143,0.268,0.25,西武,
58,熊代聖人,14000000.0,0.2,43.0,14.0,10.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,0.2,0.2,0.4,0.286,西武,1000153
60,中村剛也,200000000.0,0.196,88.0,294.0,276.0,54.0,8.0,0.0,12.0,98.0,24.0,31.0,76.0,14.0,3.0,0.0,0.241,0.355,0.597,0.259,西武,12101
62,滝澤夏央,2800000.0,0.224,48.0,91.0,85.0,19.0,2.0,1.0,0.0,23.0,13.0,4.0,21.0,4.0,0.0,1.0,0.258,0.271,0.529,0.231,西武,2103618
63,長谷川信哉,2800000.0,0.185,37.0,68.0,65.0,12.0,4.0,0.0,0.0,16.0,6.0,3.0,21.0,3.0,0.0,2.0,0.221,0.246,0.467,0.309,西武,2000075
64,中熊大智,3500000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,西武,
65,戸川大輔,5800000.0,0.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.143,0.0,0.143,0.429,西武,
66,仲三河優太,6000000.0,,,,,,,,,,,,,,,,,,,,西武,
68,岸潤一郎,16000000.0,0.205,45.0,83.0,73.0,15.0,1.0,2.0,2.0,26.0,10.0,7.0,9.0,5.0,3.0,1.0,0.284,0.356,0.64,0.108,西武,1900068
72,川越誠司,12000000.0,0.259,50.0,159.0,139.0,36.0,7.0,2.0,2.0,53.0,10.0,14.0,41.0,18.0,1.0,2.0,0.346,0.381,0.727,0.258,西武,1500100
73,高木渉,6500000.0,0.111,13.0,44.0,36.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,14.0,4.0,0.0,0.0,0.195,0.111,0.306,0.318,西武,
78,齊藤誠人,5300000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,西武,
101,駒月仁人,,,,,,,,,,,,,,,,,,,,,西武,
115,ロマー・コドラド,4000000.0,,,,,,,,,,,,,,,,,,,,西武,
123,宮本ジョセフ拳,4000000.0,,,,,,,,,,,,,,,,,,,,西武,
125,古市尊,2800000.0,,,,,,,,,,,,,,,,,,,,西武,2103949
129,川村啓真,4000000.0,,,,,,,,,,,,,,,,,,,,西武,
0,小深田大翔,37000000.0,0.267,118.0,479.0,424.0,113.0,16.0,5.0,2.0,145.0,54.0,29.0,65.0,37.0,3.0,21.0,0.328,0.342,0.67,0.136,楽天,1900112
2,太田光,30000000.0,0.214,71.0,182.0,145.0,31.0,4.0,0.0,3.0,44.0,10.0,18.0,46.0,21.0,3.0,1.0,0.325,0.303,0.629,0.253,楽天,1800118
3,浅村栄斗,500000000.0,0.252,143.0,633.0,532.0,134.0,17.0,0.0,27.0,232.0,73.0,86.0,137.0,92.0,5.0,4.0,0.365,0.436,0.801,0.216,楽天,900056
4,オコエ瑠偉,10000000.0,0.2,6.0,25.0,25.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,8.0,0.0,0.0,1.0,0.2,0.2,0.4,0.32,楽天,
5,茂木栄五郎,84000000.0,0.223,73.0,268.0,238.0,53.0,12.0,1.0,9.0,94.0,26.0,30.0,74.0,27.0,0.0,4.0,0.3,0.395,0.695,0.276,楽天,1600003
6,西川遥輝,85000000.0,0.218,108.0,451.0,372.0,81.0,17.0,4.0,7.0,127.0,58.0,37.0,103.0,68.0,3.0,19.0,0.342,0.341,0.683,0.228,楽天,1000100
7,鈴木大地,200000000.0,0.257,125.0,477.0,408.0,105.0,19.0,0.0,5.0,139.0,39.0,35.0,52.0,38.0,18.0,4.0,0.344,0.341,0.685,0.109,楽天,1100103
008,吉持亮汰,4500000.0,,,,,,,,,,,,,,,,,,,,楽天,
8,辰己涼介,33000000.0,0.271,120.0,476.0,409.0,111.0,14.0,3.0,11.0,164.0,60.0,35.0,103.0,42.0,11.0,12.0,0.354,0.401,0.755,0.216,楽天,1800117
9,吉野創士,9200000.0,,,,,,,,,,,,,,,,,,,,楽天,2103640
12,ホセ・マルモレホス,102300000.0,0.208,58.0,223.0,202.0,42.0,6.0,0.0,7.0,69.0,14.0,28.0,68.0,20.0,0.0,0.0,0.278,0.342,0.62,0.305,楽天,
22,川島慶三,35000000.0,0.136,12.0,25.0,22.0,3.0,1.0,0.0,1.0,7.0,1.0,6.0,9.0,1.0,0.0,0.0,0.174,0.318,0.492,0.36,楽天,600057
24,黒川史陽,7800000.0,0.222,17.0,71.0,63.0,14.0,3.0,0.0,0.0,17.0,4.0,2.0,9.0,7.0,0.0,0.0,0.296,0.27,0.566,0.127,楽天,1900113
25,田中和基,22000000.0,0.143,77.0,70.0,63.0,9.0,3.0,0.0,1.0,15.0,10.0,5.0,25.0,6.0,1.0,6.0,0.229,0.238,0.467,0.357,楽天,1600094
26,炭谷銀仁朗,95000000.0,0.237,98.0,288.0,253.0,60.0,4.0,0.0,4.0,76.0,21.0,18.0,52.0,18.0,2.0,0.0,0.293,0.3,0.593,0.181,楽天,600026
27,岡島豪郎,50000000.0,0.214,53.0,199.0,182.0,39.0,8.0,3.0,3.0,62.0,20.0,25.0,27.0,10.0,3.0,2.0,0.264,0.341,0.605,0.136,楽天,
33,銀次,110000000.0,0.261,83.0,271.0,238.0,62.0,6.0,0.0,0.0,68.0,18.0,26.0,31.0,28.0,0.0,0.0,0.335,0.286,0.62,0.114,楽天,
34,山崎剛,17000000.0,0.203,79.0,218.0,187.0,38.0,6.0,5.0,3.0,63.0,19.0,13.0,46.0,17.0,3.0,15.0,0.28,0.337,0.617,0.211,楽天,1700034
35,島内宏明,120000000.0,0.298,142.0,613.0,541.0,161.0,36.0,3.0,14.0,245.0,59.0,77.0,82.0,63.0,4.0,5.0,0.373,0.453,0.826,0.134,楽天,
36,前田銀治,5500000.0,,,,,,,,,,,,,,,,,,,,楽天,2100183
38,岩見政暉,7500000.0,0.286,3.0,7.0,7.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.286,0.429,0.714,0.429,楽天,
39,伊藤裕季也,9000000.0,0.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,楽天,1800044
42,クリス・ギッテンス,103000000.0,0.242,21.0,74.0,62.0,15.0,2.0,0.0,0.0,17.0,4.0,8.0,25.0,11.0,1.0,0.0,0.365,0.274,0.639,0.338,楽天,
44,田中貴也,8000000.0,0.118,18.0,19.0,17.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,7.0,1.0,1.0,0.0,0.211,0.118,0.328,0.368,楽天,1400107
48,渡邊佳明,12500000.0,0.242,60.0,168.0,153.0,37.0,1.0,2.0,1.0,45.0,14.0,17.0,24.0,12.0,0.0,2.0,0.295,0.294,0.589,0.143,楽天,1800122
50,武藤敦貴,6600000.0,0.25,43.0,99.0,88.0,22.0,2.0,3.0,1.0,33.0,11.0,9.0,28.0,8.0,2.0,1.0,0.323,0.375,0.698,0.283,楽天,1900115
51,小郷裕哉,9000000.0,0.167,10.0,23.0,18.0,3.0,1.0,0.0,1.0,7.0,2.0,2.0,4.0,2.0,0.0,0.0,0.25,0.389,0.639,0.174,楽天,1800123
54,和田恋,7200000.0,0.069,11.0,30.0,29.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,0.0,0.0,0.0,0.067,0.069,0.136,0.333,楽天,
55,安田悠馬,11000000.0,0.2,5.0,12.0,10.0,2.0,0.0,0.0,1.0,5.0,2.0,1.0,4.0,2.0,0.0,0.0,0.333,0.5,0.833,0.333,楽天,
61,横尾俊建,14000000.0,,,,,,,,,,,,,,,,,,,,楽天,1500114
63,入江大樹,5500000.0,,,,,,,,,,,,,,,,,,,,楽天,2000125
65,堀内謙伍,7500000.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,楽天,1600004
66,村林一輝,9500000.0,0.188,47.0,17.0,16.0,3.0,0.0,0.0,0.0,3.0,9.0,0.0,5.0,1.0,0.0,0.0,0.235,0.188,0.423,0.294,楽天,1600007
67,内田靖人,10000000.0,0.1,8.0,14.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,0.231,0.1,0.331,0.286,楽天,
70,石原彪,6000000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,楽天,1600099
78,水上桂,5600000.0,,,,,,,,,,,,,,,,,,,,楽天,1900118
122,釜元豪,5000000.0,,,,,,,,,,,,,,,,,,,,楽天,
137,江川侑斗,2400000.0,,,,,,,,,,,,,,,,,,,,楽天,
140,マーキ,3000000.0,,,,,,,,,,,,,,,,,,,,楽天,
141,澤野聖悠,2400000.0,,,,,,,,,,,,,,,,,,,,楽天,1900122
142,柳澤大空,2500000.0,,,,,,,,,,,,,,,,,,,,楽天,
144,大河原翔,2500000.0,,,,,,,,,,,,,,,,,,,,楽天,
0,渡部遼人,9000000.0,0.059,16.0,19.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,1.0,0.0,1.0,0.111,0.059,0.17,0.368,オリックス,2103747
00,石岡諒太,5620000.0,0.152,17.0,35.0,33.0,5.0,1.0,0.0,0.0,6.0,3.0,0.0,10.0,1.0,0.0,2.0,0.176,0.182,0.358,0.286,オリックス,
1,福田周平,60000000.0,0.268,118.0,502.0,448.0,120.0,11.0,6.0,0.0,143.0,65.0,24.0,50.0,32.0,8.0,9.0,0.328,0.319,0.647,0.1,オリックス,
2,若月健矢,38000000.0,0.281,68.0,193.0,171.0,48.0,7.0,0.0,4.0,67.0,16.0,14.0,34.0,9.0,3.0,3.0,0.326,0.392,0.718,0.176,オリックス,1300109
3,安達了一,70000000.0,0.262,65.0,243.0,206.0,54.0,7.0,1.0,1.0,66.0,19.0,18.0,46.0,26.0,2.0,3.0,0.349,0.32,0.669,0.189,オリックス,1100105
4,ブレイビック・バレラ,100000000.0,0.205,37.0,127.0,112.0,23.0,5.0,0.0,1.0,31.0,7.0,6.0,11.0,13.0,1.0,0.0,0.294,0.277,0.57,0.087,オリックス,
004,平野大和,2400000.0,,,,,,,,,,,,,,,,,,,,オリックス,
005,鶴見凌也,2400000.0,,,,,,,,,,,,,,,,,,,,オリックス,
5,西野真弘,16800000.0,0.289,43.0,130.0,114.0,33.0,5.0,1.0,0.0,40.0,10.0,8.0,13.0,8.0,1.0,0.0,0.339,0.351,0.69,0.1,オリックス,1400201
6,宗佑磨,57000000.0,0.271,130.0,537.0,469.0,127.0,23.0,1.0,5.0,167.0,55.0,43.0,81.0,45.0,8.0,4.0,0.341,0.356,0.697,0.151,オリックス,1400196
7,吉田正尚,40000000.0,0.335,119.0,508.0,412.0,138.0,28.0,1.0,21.0,231.0,56.0,88.0,41.0,80.0,9.0,4.0,0.447,0.561,1.008,0.081,オリックス,
8,後藤駿太,21000000.0,0.184,26.0,52.0,49.0,9.0,0.0,1.0,0.0,11.0,5.0,2.0,15.0,2.0,1.0,1.0,0.231,0.224,0.455,0.288,オリックス,
9,野口智哉,10000000.0,0.226,54.0,167.0,155.0,35.0,6.0,0.0,1.0,44.0,15.0,6.0,56.0,9.0,2.0,0.0,0.277,0.284,0.561,0.335,オリックス,1751068
10,大城滉二,28000000.0,0.244,57.0,110.0,90.0,22.0,4.0,0.0,2.0,32.0,9.0,6.0,25.0,12.0,0.0,2.0,0.333,0.356,0.689,0.227,オリックス,1500128
014,釣寿生,2400000.0,,,,,,,,,,,,,,,,,,,,オリックス,
14,ジョー・マッカーシー,90000000.0,0.225,59.0,212.0,178.0,40.0,7.0,1.0,4.0,61.0,17.0,19.0,58.0,26.0,7.0,0.0,0.344,0.343,0.687,0.274,オリックス,
020,山中尭之,2400000.0,,,,,,,,,,,,,,,,,,,,オリックス,
021,園部佳太,2400000.0,,,,,,,,,,,,,,,,,,,,オリックス,2103930
022,大里昂生,2400000.0,,,,,,,,,,,,,,,,,,,,オリックス,1750207
23,伏見寅威,45000000.0,0.229,76.0,235.0,205.0,47.0,12.0,1.0,3.0,70.0,16.0,21.0,42.0,8.0,5.0,2.0,0.274,0.341,0.615,0.179,オリックス,1200100
24,紅林弘太郎,28800000.0,0.224,130.0,495.0,450.0,101.0,20.0,2.0,6.0,143.0,35.0,32.0,71.0,26.0,6.0,2.0,0.275,0.318,0.593,0.143,オリックス,1900088
25,西村凌,10000000.0,0.133,16.0,47.0,45.0,6.0,5.0,1.0,0.0,13.0,0.0,6.0,12.0,1.0,0.0,0.0,0.152,0.289,0.441,0.255,オリックス,
27,元謙太,6500000.0,0.25,5.0,9.0,8.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.25,0.25,0.5,0.333,オリックス,2000097
31,太田椋,16000000.0,0.196,32.0,101.0,92.0,18.0,6.0,0.0,1.0,27.0,7.0,5.0,22.0,6.0,0.0,0.0,0.245,0.293,0.538,0.218,オリックス,1800098
32,福永奨,10000000.0,0.125,5.0,8.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.125,0.125,0.25,0.25,オリックス,1650056
33,松井雅人,25000000.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,オリックス,900411
36,山足達也,18000000.0,0.182,39.0,51.0,44.0,8.0,1.0,0.0,1.0,12.0,8.0,2.0,11.0,3.0,0.0,1.0,0.234,0.273,0.507,0.216,オリックス,
38,来田涼斗,8000000.0,0.13,10.0,27.0,23.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,8.0,3.0,0.0,0.0,0.231,0.13,0.361,0.296,オリックス,2000098
39,池田陵真,5000000.0,0.15,6.0,20.0,20.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,8.0,0.0,0.0,0.0,0.15,0.15,0.3,0.4,オリックス,2050254
40,大下誠一郎,9000000.0,0.25,5.0,10.0,8.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,0.4,0.5,0.9,0.2,オリックス,
41,佐野皓大,17000000.0,0.224,78.0,118.0,107.0,24.0,6.0,0.0,2.0,36.0,12.0,9.0,29.0,4.0,0.0,5.0,0.252,0.336,0.589,0.246,オリックス,
42,ランへル・ラベロ,35000000.0,0.138,24.0,71.0,58.0,8.0,1.0,0.0,1.0,12.0,4.0,2.0,20.0,11.0,2.0,0.0,0.296,0.207,0.503,0.282,オリックス,
44,頓宮裕真,19000000.0,0.226,81.0,271.0,234.0,53.0,17.0,0.0,11.0,103.0,23.0,34.0,51.0,23.0,8.0,0.0,0.311,0.44,0.751,0.188,オリックス,1800099
50,小田裕也,24000000.0,0.208,72.0,26.0,24.0,5.0,1.0,0.0,1.0,9.0,12.0,2.0,7.0,1.0,1.0,8.0,0.269,0.375,0.644,0.269,オリックス,1400202
53,宜保翔,6000000.0,0.172,23.0,34.0,29.0,5.0,1.0,0.0,0.0,6.0,0.0,2.0,3.0,1.0,0.0,0.0,0.194,0.207,0.4,0.088,オリックス,1800102
55,Ｔ-岡田,95000000.0,0.149,36.0,95.0,87.0,13.0,4.0,0.0,1.0,20.0,1.0,10.0,28.0,7.0,0.0,0.0,0.211,0.23,0.44,0.295,オリックス,
60,佐野如一,5000000.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,オリックス,
62,中川拓真,2500000.0,,,,,,,,,,,,,,,,,,,,オリックス,2000100
67,中川圭太,22000000.0,0.283,110.0,468.0,424.0,120.0,25.0,9.0,8.0,187.0,54.0,51.0,79.0,26.0,4.0,11.0,0.326,0.441,0.767,0.169,オリックス,1800104
99,杉本裕太郎,70000000.0,0.235,105.0,433.0,379.0,89.0,15.0,1.0,15.0,151.0,37.0,51.0,135.0,40.0,11.0,4.0,0.324,0.398,0.722,0.312,オリックス,1500135
120,廣澤伸哉,4200000.0,,,,,,,,,,,,,,,,,,,,オリックス,
